ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
ENDSVILLE400_0268	いしゅくせず、ふぇいぞーりおまでぬけなくしらべるぞ。
ENDSVILLE400_0269	まりにゃーぬのけんなら、じきょくにかんがみてけっていすべき。
ENDSVILLE400_0270	ふゅれぷとえすてぃがりびゃが、れんぞくしたでゅーすでまだけっちゃくしない。
ENDSVILLE400_0271	くさりについたかまを、ずぃーずぃーわくもなくびゅんびゅんふりまわす。
ENDSVILLE400_0272	う゛らせにつぁのれせぷしょんでもりあがったのわ、ひょろひょろなぺっつぁーつぇ。
ENDSVILLE400_0273	くぃずぃるつでとれたぶるーべりーわ、かくべつにうまい。
ENDSVILLE400_0274	そりゃーせいかしゅぎわ、ひゅーまにずむでとっぷになれるほどらくじゃないぜ。
ENDSVILLE400_0275	かにちをちゅーちゅーすわれたと、ぐぃねすわはれたかしょにむひをぬった。
ENDSVILLE400_0276	それで、すてゅーうぃーがふりびしゃにしたねらいわ、しぇみぇんすきにばればれでしたね。
ENDSVILLE400_0277	すぽーつわやらぬが、けいばならうぃじゃぼーどのふぁんだよ。
ENDSVILLE400_0278	へやにしょさいがほしいけど、すぺーすをあっぱくするからと、いぇひぇるわくびをたてにふらない。
ENDSVILLE400_0279	にせをちぎると、ぴょとろう゛ぃつぇわこころにきざむ。
ENDSVILLE400_0280	くぉっぱまきのりゃくれきわはなやかだが、げこでさけぐせがひどい。
ENDSVILLE400_0281	あなぐらむですぺくとらむがけぷすとらむ、ふりくえんしーがけふれんしー、ふぃるたーがりふたーか。
ENDSVILLE400_0282	じぇにふぁわ、だんなとくぜつがたえぬいっぽう、べっきょもせずひびをすごす。
ENDSVILLE400_0283	ぱてぃしえになるなら、ぺてぃないふのぎじゅつもどんよくにえとくしなきゃ。
ENDSVILLE400_0284	ぐぁるてぃえーろのぎょうせきを、ひとことでろんぴょうすればいまいち。
ENDSVILLE400_0285	ふぉるてゅなとぅすわむざいをうったえたが、けっきょくきんこごかげつであった。
ENDSVILLE400_0286	ぐぉーぐぁえのたびなら、りくろがおすすめですね。
ENDSVILLE400_0287	ぐぉりゃんのさしがねで、あらたなぶどうをおこすと？
ENDSVILLE400_0288	ぴぇゆすくが、ぴたぱのおーとちゃーじをあっぱれとひょうかした。
ENDSVILLE400_0289	はだざわりにこだわり、はだぎわきゅぷらかぽりえすてるです。
ENDSVILLE400_0290	つぇっひぇわ、ふじのびょうきでふしたびょんぎゅのやぼうをつぐ。
ENDSVILLE400_0291	きゃろっとのぴゅれがべーすの、まろやかなぽたーじゅすーぷをごたんのうください。
ENDSVILLE400_0292	ぶぐぅわひとごみをすりぬけながら、うぇぐぁんえきをぶらぶらあるく。
ENDSVILLE400_0293	ぴつぇってぃわ、わずかなはんでぃきゃっぷさえあれば、ぷろとほぼごかくか？
ENDSVILLE400_0294	よみやすくしっぴつされたかいせつしょを、とくほんとよぶ。
ENDSVILLE400_0295	それならば、ここができうるふぉろーでもじゅうぶんでわ？
ENDSVILLE400_0296	う゛ぁしりぇう゛ぃっちわすたみなもあり、ふぉわーどやみっどふぃるだーもこなせるぜ。
ENDSVILLE400_0297	でぐてゃりょーふわ、れぽーとのちぇっくちゅうにこぴぺをみつけげきどした。
ENDSVILLE400_0298	いりぐちのめにゅーだと、どのこーすもじかだそうです。
ENDSVILLE400_0299	ふぃれんつぇでわ、ぼってぃちぇりのさくひんにきたいしてます。
ENDSVILLE400_0300	でぃゆどねって、さーもぐらふぃやしーてぃーでかしかされたじんたいにねっきょうするの。
ENDSVILLE400_0301	ろーずくぉーつのねっくれすが、くぇらごべのとれーどまーくなのですね。
ENDSVILLE400_0302	きょくどのひろうからか、ひるまからくぅーくぅーと、ぷろいぇしゅてぃのねいきがする。
ENDSVILLE400_0303	たろふゅあが、えすぴにゃそさんみゃくで、みちのけもののにくをえた。
ENDSVILLE400_0304	かんぴょーねのかくれがで、らぞびっちにぼろねーぜをめしあがっていただく。
ENDSVILLE400_0305	じぇのう゛ぇーぜってじつにびみで、まいにちでもくいたいなー。
ENDSVILLE400_0306	ぺう゛ぇらーにょえのふにんがかくていし、やれやれといったところか。
ENDSVILLE400_0307	しつれいします、う゛ぇぷしょう゛ぁー、ぺちぇにぇでおまちのおきゃくさま。
ENDSVILLE400_0308	ぱてぃーにょのきじわでまもふくむし、もうひょうたざいとまつびにかくべき。
ENDSVILLE400_0309	らいげつげじゅんから、もとこんやまちであーてぃてょーくのたねをにゅうかする。
ENDSVILLE400_0310	でぇうぃんにわ、へっぽこやくしゃっぽいえぴそーどが、やまほどある。
ENDSVILLE400_0311	いぇう゛りっちさま、まぐろぎょせんでのふなよいわ、にげみちがないじごくです。
ENDSVILLE400_0312	う゛ぇろーぞわりくとうのれきしをまとめ、みぇしゅこがびゅーてぃふるとほめた。
ENDSVILLE400_0313	はらっぱで、ぐぁだにーのとごろねしぐみをかむ。
ENDSVILLE400_0314	ほみゃこーふわ、てゅぞーをみかぎりりすとらした。
ENDSVILLE400_0315	げきからのふぉーぐぉをしょくし、しょくごもしばらくあせがひかない。
ENDSVILLE400_0316	あのね、せんぎょじゃないさかなのさしみわ、しょくちゅうどくがこわいですって。
ENDSVILLE400_0317	やつの、まらう゛ぃーりゃのあげあしをとりじせつをぷっしゅするやりくち、あからさまでしゃくにさわるねえ。
ENDSVILLE400_0318	ぐぃちゃんどぅーとわ、けいびゃくがわからずとまどった。
ENDSVILLE400_0319	いぇう゛てぃっちわひたいをけがし、びょういんでぬってもらった。
ENDSVILLE400_0320	にげきけっさつってひっさつわざのごかんがかっこいい。
ENDSVILLE400_0321	ぴぇるう゛ぉまいすくでふきつなできごとがあるってのが、しゃぴゅいさのよげん。
ENDSVILLE400_0322	でゃでゅんわきりさめでめがねがくもり、ぬかるみですべってずぼんもぐしょぐしょだった。
ENDSVILLE400_0323	ぐぁなふぁとでちつじょをむししたらやばいよ、ぐぁんぎゅ。
ENDSVILLE400_0324	あずぃーざよ、あせらずゆっくりやりましょうや。
ENDSVILLE400_0325	ふぇざーのふとんですやすやねむる、びゅーひぇんばっはがしあわせそう。
ENDSVILLE400_0326	しぇんきぇうぃっつわ、ふぉーかーどにちっぷをぜんぶかけた。
ENDSVILLE400_0327	ぷろぐらむのこんぱいるより、ふぁーむうぇあのあっぷでーとがさきだ。
ENDSVILLE400_0328	ぶるーとぅーすのおーでぃおれしーばーが、りょうこすぱだと？
ENDSVILLE400_0329	ひぇろにむわけちで、まなつでもじゅっきろはなれたひゃっきんえ、ちゃりではしる。
ENDSVILLE400_0330	ずいぶんまぬけなはなしだが、ねんぴをわすれつっぱしり、さばくでがすけつになっちまった。
ENDSVILLE400_0331	きっぷをにゅうしゅし、でょれとばぐにごーだぜ。
ENDSVILLE400_0332	うぉらうぃわ、ならいごとでしゃげきとばじゅつをつづけている。
ENDSVILLE400_0333	なぜ、ちぇるにしぇふわひるめしがけばぶばかりなの？
ENDSVILLE400_0334	ここが、ぷろふぇっしょなるとあまちゅあとのさかいめですね。
ENDSVILLE400_0335	つねになやみがつきぬしどぅうぉを、どぅえにゃすがぼんのうぼだいだとはげました。
ENDSVILLE400_0336	ぱすくぃーにわ、はりがねをぐにゃぐにゃまげる。
ENDSVILLE400_0337	ひゅーむがむぞうさにひきちぎったひもわ、めっちゃじょうぶなはずだけど。
ENDSVILLE400_0338	よどおしでどらまをしちょうし、きがつけばそらがあからむ。
ENDSVILLE400_0339	やひことみほわびなんびじょで、ねこもしゃくしもやっかむかっぷるだ。
ENDSVILLE400_0340	こんぴえーにゅででざーとなら、くれーむぶりゅれだな。
ENDSVILLE400_0341	からすがくぁーくぁーといかくしたが、う゛ぃしにょーわわひるまずごみぶくろをかたづける。
ENDSVILLE400_0342	はびゃりまなわそげきにびくびくとおびえ、しょくじもぎゃっどにどくみさせる。
ENDSVILLE400_0343	かじつをぎゅぎゅっとしぼったじゅーすで、きぶんをりふれっしゅ。
ENDSVILLE400_0344	でぃじたるでぃばいどが、かくさをじょちょうすることえのひさくがあるんですよね、じょぜっふぉ？
ENDSVILLE400_0345	う゛ぇすぴにゃーにわきりつをおもんじるが、じゆうもとうとぶ。
ENDSVILLE400_0346	いう゛ぎぇーにいぇう゛なの、かげきなどくぜつぶろぐがしょせきかし、ひゃくまんぶうれたそうな。
ENDSVILLE400_0347	ぐぅらーとわ、でぃーぷにゅーらるねっとわーくをろぼっとにくみこむ。
ENDSVILLE400_0348	ちーずのねあげがしょくひをおしあげ、どらぴぇーるわせつやくをよぎなくされた。
ENDSVILLE400_0349	かわをはぎおわったら、べっしつでばらばらにほうちしておいて。
ENDSVILLE400_0350	びぇろう゛ぁるでとつじょきぜつしたら、よいひとがきゅうじょしてくれました。
ENDSVILLE400_0351	ゆびのぎし、すなわちえぴてーぜのみばえわ、ひとむかしまえよりかなりよくなった。
ENDSVILLE400_0352	ぱすたでも、ふぁるふぁっれとふぃっとちーねでわ、しょっかんがまるでちがう。
ENDSVILLE400_0353	じゅばくをとくなら、りぇるう゛ぁーでのしぇみゃーかを、たよりなされ。
ENDSVILLE400_0354	ごるふやふぃーるどあーちぇりーわながちょうばなので、あきっぽいうぇぐなーわちょっとな。
ENDSVILLE400_0355	かべにぼーるをほうると、ぐろーぶをつけたぽるぴゅりおすがきゃっちした。
ENDSVILLE400_0356	びょうじゃくなどぅしぇみんわ、みやげのやつはしをこうにゅうするだけでへろへろだ。
ENDSVILLE400_0357	すのくぁるみーで、みゅーにゅーとりののれくちゃーがあるのでしょ？
ENDSVILLE400_0358	いぐさのかぐわしさが、たたみのわびさびにふかけつだとじふしております。
ENDSVILLE400_0359	ああ、どらう゛ぃーにゅのせんりゃくならはんようてきで、あらゆるせめにたいしょできますね。
ENDSVILLE400_0360	かつて、ふぁどぅーつのはなぞのに、ふぇありーのすみかがありました。
ENDSVILLE400_0361	じゃがいものせいいくに、うねをもちいる。
ENDSVILLE400_0362	みつぼしれすとらんしぇふのだいひょうさくである、ふぉあぐらそてーをじっくりあじわう。
ENDSVILLE400_0363	ずびぐにぇふのわーるどれこーどわ、れぎゅれーしょんをびみょうにみたさず、しっかくだろう。
ENDSVILLE400_0364	うしのひつにゅうりょうわ、らくのうのしゅうえきにちょっけつする。
ENDSVILLE400_0365	ぺぷしこーらとれもねーどにこにゃっく、かくてるのばらんすがしびあ。
ENDSVILLE400_0366	ずばり、ぺつぉったをなぐったのわ、しゃくぇりあだ。
ENDSVILLE400_0367	えっと、すたっくのあるごりずむでわ、ぷっしゅとぽっぷがかなめです。
ENDSVILLE400_0368	ゆでたもやしをみずにひたし、ゆずぽんずでてがるなおかずだ。
ENDSVILLE400_0369	ぷりぴゃちとちぇるのぶいりをせっとできじゅつするこらむに、へきえきとする。
ENDSVILLE400_0370	ごるつぇーにょわ、みなさまをねつれつかんげいします。
ENDSVILLE400_0371	しにがみのそうくつに、ぐぃどってぃがあしをふみいれ、ろっかげつごにはっこつでみつかった。
ENDSVILLE400_0372	ゆとうよみのことばなら、あまぐやゆちゃが、ぱっとうかびました。
ENDSVILLE400_0373	でゃこう゛ぉにすむかぞくに、ぽるぺってぃーねをふるまったら、よろこばれた。
ENDSVILLE400_0374	ぺーてゃのついーとがばずり、ふつかでふぉろわーがひゃくもふえた。
ENDSVILLE400_0375	さて、きょういちがまねじめんとしたおぺらが、う゛ぁるどぅっじゃでおひろめだ。
ENDSVILLE400_0376	じごのちょうさでどーぴんぐがばれて、べにょう゛すきーのめだるがはくだつされた。
